artifact,path,bytes,sha256,canonical_source,canonical_source_sha256,source_status,public_status,claim_boundary
interactive_html,assets/maps/northern-hardwood-deer-t09-continuous-percentile-experimental/index.html,2889617,d0b5b6d3addc11ac764aa8acb264ca4148093ca9bc83859ae7a2934d15b7144c,workstreams/NHPA-W002/T09/outputs/interactive/deer_t04_percentile_continuous_research.html,fc54049e104d7848a23631ebe3f81ee871217f4ea0d6b248f18c479be56fce23,LOCAL_RESEARCH_ONLY_DO_NOT_PUBLISH_PENDING_METHODS_AND_DISCLOSURE_REVIEW,PUBLIC_RESEARCH_ARCHIVE_NOT_PROMOTED,experimental_interpolation_of_T04_modeled_encounter_percentile_not_deer_density
